지점,일시,평균 기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 풍속(m/s),합계 강수량(mm),평균 전운량,최고 기온(°C),평균 습도(%),평균 해면기압(hPa),중하층 운량,최저 기온(°C)
3,2021-01-01,-12.5,-18.7,1022.7,3.6,,3.4,-9.5,60,1023.1,3.8,-14.8
3,2021-01-02,-12,-19.6,1027.1,2.3,,0,-7,54,1027.5,,-17
3,2021-01-03,-9.2,-17.4,1027.6,4.4,,0,-4.6,52,1028,,-11.9
3,2021-01-04,-8.9,-17.2,1028.4,2.1,,0,-3.4,51,1028.8,,-13
3,2021-01-05,-10.5,-18.1,1028.1,2.9,,2,-8,54,1028.5,,-12.6
3,2021-01-06,-11.6,-19,1021.7,3.4,0,7.5,-9,54,1022.1,8.5,-13.6
3,2021-01-07,-16.2,-23.1,1019.2,8.4,0,3.8,-12.4,55,1019.6,,-19.4
3,2021-01-08,-17.8,-24.6,1019.5,8.1,,0,-14.4,55,1019.9,,-20.3
3,2021-01-09,-13.7,-20.8,1018.5,4.5,,1.6,-9.5,55,1018.9,,-18
3,2021-01-10,-9.4,-16.7,1023.3,2.5,,1.3,-4.3,55,1023.7,,-13.6
3,2021-01-11,-7.3,-10.9,1024.6,1.4,4,5,-1.6,77,1025,10,-13.7
3,2021-01-12,-9.4,-11.4,1013.2,.6,0,6.3,-2,86,1013.6,9,-18.3
3,2021-01-13,-6.6,-9.6,1010,1.5,,7.3,1.4,81,1010.4,4.7,-14.2
3,2021-01-14,-9.2,-14.4,1023.1,.8,,2.5,-1.6,68,1023.5,,-18.2
3,2021-01-15,-5.7,-7.9,1016.7,3.3,5,8.8,-3.2,85,1017.1,10,-10
3,2021-01-16,-10.8,-16.8,1023.7,4.4,,0,-7,61,1024.1,,-12.7
3,2021-01-17,-10.2,-16.9,1021.4,1.4,,2.5,-5.3,58,1021.8,,-14.8
3,2021-01-18,-12.4,-18.6,1018.2,6.8,,2,-5.5,60,1018.6,,-18.3
3,2021-01-19,-14.2,-20.1,1031.4,3.4,,3.8,-9.5,62,1031.8,,-19.5
3,2021-01-20,-10.2,-12,1027.8,0,,5,-3.2,87,1028.2,3.5,-19.4
3,2021-01-21,-5.1,-6.2,1021.8,.1,,7.5,2.3,93,1022.2,8.5,-13.6
3,2021-01-22,-3.5,-5.7,1024,1.4,,7.5,1.2,86,1024.4,4.2,-7.5
3,2021-01-23,-3.8,-7.5,1028.4,.6,,10,-2,76,1028.8,9.8,-5.5
3,2021-01-24,-2.3,-4,1027.2,0,,2.5,4.1,89,1027.6,,-7.7
3,2021-01-25,-2.8,-4.5,1028.2,.9,,3.1,3.3,89,1028.6,,-9.4
3,2021-01-26,1.4,-2,1017.3,1.3,.6,7.5,5.4,81,1017.7,10,-1
3,2021-01-27,-1.5,-11.6,1020.2,2.5,,2.5,1.8,48,1020.6,,-4.6
3,2021-01-28,-7.9,-9.3,1011.8,6.3,5,10,-3.9,90,1012.2,10,-13.9
3,2021-01-29,-13.7,-20.5,1018.7,7.6,,1.3,-11,57,1019.1,,-16.6
3,2021-01-30,-10.3,-15.6,1023,2,0,5.1,-4.6,65,1023.4,6.6,-15.2
3,2021-01-31,-9.4,-12.7,1028.6,1.9,0,8.8,-6.9,78,1029,10,-12.1
3,2021-02-01,-5.6,-8.4,1011.2,4.8,0,8.3,3.7,82,1011.6,7,-11.2
3,2021-02-02,-11.9,-18.8,1018.6,7,,0,-7,57,1019,,-15.2
3,2021-02-03,-9.8,-17.1,1019.5,2.6,,0,-4.2,55,1019.9,,-13.6
3,2021-02-04,-8.9,-16,1019.7,2.5,,.6,-3.8,57,1020.1,,-12.9
3,2021-02-05,-6.6,-8.4,1013.6,.4,,6.3,-.1,87,1014,10,-13.4
3,2021-02-06,-4.2,-5.3,1012.8,.4,.8,8.3,-.2,92,1013.2,9,-9
3,2021-02-07,-5.5,-12.7,1021.5,4.4,,0,-2.6,57,1021.9,,-8
3,2021-02-08,-7.8,-15.3,1023.5,7.6,,0,-4,55,1023.9,,-10.7
3,2021-02-09,-6.5,-12,1021.3,1.9,,3.5,-2,67,1021.7,,-10.6
3,2021-02-10,-3.9,-5.6,1018.4,1,,1,2.6,89,1018.8,,-11.7
3,2021-02-11,-.6,-1.4,1022.4,.4,,3.8,4.3,94,1022.8,,-7
3,2021-02-12,1.3,0,1022.7,.6,,7.3,7,92,1023.1,6.7,-3.6
3,2021-02-13,-.2,-.7,1023.3,.3,,10,3.7,96,1023.7,10,-2.2
3,2021-02-14,.6,.2,1016.9,.1,3.6,10,1.8,98,1017.3,10,-.6
3,2021-02-15,-4.3,-8.3,1006.9,6,.4,7.5,-.2,75,1007.3,10,-8.9
3,2021-02-16,-10,-17.7,1007.8,10.5,,1.3,-6.7,53,1008.2,,-11.7
3,2021-02-17,-10.1,-17.1,1007.7,13.6,,6.4,-7,57,1008.1,3.2,-12.1
3,2021-02-18,-5.3,-12.5,1014.2,6.4,,1.4,0,57,1014.6,,-10.6
3,2021-02-19,-3.7,-6.7,1005.6,1.4,,3.1,1.7,80,1006,,-9.5
3,2021-02-20,3.4,-5.6,1003.5,4.3,,5.8,6.5,53,1003.9,6,-4.5
3,2021-02-21,-1.4,-5.3,1011.8,1.4,,10,.6,75,1012.2,10,-2.2
3,2021-02-22,-1.8,-8.1,1014.4,5.1,,2.3,5.4,64,1014.8,,-6.2
3,2021-02-23,-5.5,-13.6,1024,6.4,,0,-2.4,53,1024.4,,-7.8
3,2021-02-24,-5,-11.8,1026.7,1.3,,1.6,.5,60,1027.1,,-8.7
3,2021-02-25,-1.3,-6.9,1023.5,2.3,,2.5,6,70,1023.9,,-9
3,2021-02-26,-3,-10.8,1029.2,1.6,,2.8,.5,56,1029.6,,-5.2
3,2021-02-27,-1.2,-3.9,1032,1.3,,10,3,82,1032.4,10,-6
3,2021-02-28,.5,-1,1023.5,.3,,7.8,6,89,1023.9,4,-5.5
3,2021-03-01,-2.2,-10.5,1026.3,3.9,0,10,2.2,53,1026.7,10,-5
3,2021-03-02,-4.3,-11.9,1026.2,3.4,,.8,1.4,57,1026.6,,-8.4
3,2021-03-03,-2.5,-3.8,1024.9,1.1,.8,8.8,2.9,91,1025.3,7.5,-6.8
3,2021-03-04,-2,-2.7,1017.6,1.3,,2.5,5,95,1018,,-7.3
3,2021-03-05,1.7,-3.8,1019,5.1,,6,14.8,70,1019.4,3.2,-6.6
3,2021-03-06,-7.2,-15.3,1034.6,4.8,,0,-1.5,53,1035,,-11.2
3,2021-03-07,-4.6,-7,1029.1,1.3,,.6,2.3,83,1029.5,,-10.6
3,2021-03-08,.4,-4.2,1027.4,1.4,,2.5,7,73,1027.8,,-7.8
3,2021-03-09,1.8,-2.9,1018.8,5,,1.3,12.1,75,1019.2,,-4.8
3,2021-03-10,2.1,-5.2,1027.4,1.5,,6.3,7.6,60,1027.8,0,-1.8
3,2021-03-11,1.9,.2,1023.7,1.3,,10,6,89,1024.1,7.5,-2.6
3,2021-03-12,3.4,-.6,1027.2,.9,,7.5,8.9,76,1027.6,10,-2.4
3,2021-03-13,1,-1.6,1021,1,,3.8,4.6,83,1021.4,,-4.2
3,2021-03-14,7.6,2.7,1016.8,2.4,,10,15.4,72,1017.2,0,.2
3,2021-03-15,3.3,1.3,1011,1.1,2,8.8,7,88,1011.4,7.5,-2.2
3,2021-03-16,3.9,-4.8,1011.4,7.9,.1,7.5,6.6,53,1011.8,0,1.4
3,2021-03-17,3,-3.9,1020.3,2.5,,0,10.3,62,1020.7,,-.6
3,2021-03-18,2.8,-2.2,1023.4,2,,2.5,9.3,72,1023.8,,-2.3
3,2021-03-19,2.5,.3,1023.5,1,,5,5.7,87,1023.9,10,-3.4
3,2021-03-20,1.9,1.6,1017.5,2.5,30,10,5,98,1017.9,10,.8
3,2021-03-21,2,-.2,1007.4,3.8,12,6.1,4.7,86,1007.8,8.2,-.2
3,2021-03-22,3.8,-2.9,1011.3,5.4,,0,8.9,63,1011.7,,-.6
3,2021-03-23,3.2,.6,1009.9,.6,,7.5,8.8,84,1010.3,1.7,-2.2
3,2021-03-24,5.2,2.3,1014.9,.8,,10,12.3,82,1015.3,6.3,1.2
3,2021-03-25,4.2,2,1016.9,1.1,.1,5,8.8,86,1017.3,7.5,-1.3
3,2021-03-26,3.2,2.3,1021.1,2.4,,5,6,94,1021.5,7.5,-.9
3,2021-03-27,5.3,4.8,1013.9,1,,10,7.9,97,1014.3,10,3.1
3,2021-03-28,6.2,5.7,999.8,.5,55,9.8,7.9,97,1000.2,9.8,4.6
3,2021-03-29,8.1,3.7,998.7,3,.1,9.5,13.4,75,999.1,9.5,4.1
3,2021-03-30,9.8,2.3,1008.1,1.8,,6.4,15.4,61,1008.5,5.3,3.3
3,2021-03-31,5.7,2.4,1016.7,1.3,,.6,11.5,80,1017.1,,.6
3,2021-04-01,7.1,3,1024.4,1,,1.3,13.4,76,1024.8,,.3
3,2021-04-02,7,5.9,1023,1.4,,8.8,10.2,93,1023.4,2.5,2.2
3,2021-04-03,8.9,4.4,1017.9,2.3,.4,8.8,13.2,77,1018.3,10,5
3,2021-04-04,5.6,-2.9,1019,3,,1.3,12.4,57,1019.4,,.1
3,2021-04-05,5.2,-.2,1020.5,.6,,0,13.7,70,1020.9,,-1.7
3,2021-04-06,6.6,2.7,1015.5,2.1,,2.5,12.6,78,1015.9,,-.4
3,2021-04-07,7.9,-2.7,1017.9,5.3,,0,12.4,49,1018.3,,1.5
3,2021-04-08,5.8,-3.1,1018.7,3.5,,1.5,10.7,54,1019.1,,-.7
3,2021-04-09,5.7,-1.1,1026.4,1.9,,0,12.3,63,1026.8,,.8
3,2021-04-10,4.1,1.8,1028.4,1.9,,0,9.6,85,1028.8,,-2.3
3,2021-04-11,3.9,3.4,1027,1.5,,8.8,10.6,97,1027.4,7,-.6
3,2021-04-12,6.4,6,1018.6,1.4,.1,10,10.6,98,1019,10,2.5
3,2021-04-13,6.3,-1.3,1008.4,8,2,4,11,62,1008.8,8,4.4
3,2021-04-14,4.2,-2.7,1013.1,1.6,,3,9.5,62,1013.5,,-1
3,2021-04-15,5.4,.9,1015.1,1.6,,3.4,12.4,74,1015.5,5.5,-2.2
3,2021-04-16,7.5,5,1009,2,0,5.8,11.3,85,1009.4,6.3,1.5
3,2021-04-17,7.2,4,1011.6,2,,6,10.6,80,1012,3,2.1
3,2021-04-18,12.1,3,1009.7,6.9,,0,17,54,1010.1,,7.2
3,2021-04-19,10.7,5.6,1006.5,2.5,,0,16.8,72,1006.9,,5.1
3,2021-04-20,13,1.1,1016.5,4.8,,0,22.5,46,1016.9,,5.7
3,2021-04-21,11.1,3.8,1021.1,1.5,,.5,16.5,62,1021.5,,3.6
3,2021-04-22,7.2,6.4,1024.1,2.6,,9.3,12,95,1024.5,9.3,4.6
3,2021-04-23,7.8,6.6,1025.1,1.8,,9.8,12.2,92,1025.5,8.3,5.6
3,2021-04-24,10.6,6.7,1020.8,4.8,.6,8.5,18,78,1021.2,6.5,5.4
3,2021-04-25,10.4,1.7,1022.2,4.1,,.8,19.5,57,1022.6,,3.6
3,2021-04-26,6.8,3.2,1020.2,2.1,,3.5,12.3,78,1020.6,,.5
3,2021-04-27,8.8,7.4,1012.4,1.1,.5,10,14.3,92,1012.8,10,3.4
3,2021-04-28,11.8,7.6,1008.4,1.3,3,8.1,19.5,77,1008.8,8.1,7.1
3,2021-04-29,8.8,5.2,1009.4,1,,7,16.1,79,1009.8,2.7,2.5
3,2021-04-30,7.7,5.7,1006.8,0,6,10,9.7,88,1007.2,10,3.9
3,2021-05-01,5.8,5,1009.1,1,,10,8,95,1009.5,9.5,3.1
3,2021-05-02,14.8,6.5,1010.7,3.8,,5.5,21.4,59,1011.1,2.3,5.4
3,2021-05-03,14.6,7.7,1010.8,2.6,,6.3,21.4,64,1011.2,8,7.8
3,2021-05-04,9.5,8,1008,.5,3.2,10,13,90,1008.4,10,5.6
3,2021-05-05,11,8.5,1002.7,1.8,19,4.5,16,85,1003.1,7.2,8.2
3,2021-05-06,11.8,7.5,1005.2,2,,7.5,20.5,77,1005.6,.8,4.3
3,2021-05-07,11.1,7.6,996.2,4.8,1,7.5,15.6,80,996.6,10,5.7
3,2021-05-08,10.6,7,994.8,3.3,1,7.5,14.6,79,995.2,10,8.3
3,2021-05-09,12.5,6.4,1000.1,8.4,.3,7.5,15,67,1000.5,6,7.4
3,2021-05-10,13.3,6.3,1010.4,1.8,,1.5,20.4,63,1010.8,3,8.7
3,2021-05-11,12,7.8,1016.2,2,,2,18,76,1016.6,,7.9
3,2021-05-12,10,9.2,1015.5,1.5,.3,10,13,94,1015.9,8.8,6.1
3,2021-05-13,10.5,9.6,1012.8,1.3,,8.8,14.5,95,1013.2,6.3,8.4
3,2021-05-14,9.3,8.9,1013.1,3.1,,10,12.5,98,1013.5,2.5,6.6
3,2021-05-15,12.1,11.6,1009.2,1.8,,10,14.5,97,1009.6,10,9.4
3,2021-05-16,15.8,9.5,1006.2,2,,10,19.6,67,1006.6,10,12.2
3,2021-05-17,18.9,9.2,1004.4,1.8,,2.5,26.3,54,1004.8,,11.7
3,2021-05-18,12.7,9.9,1007,2.1,,0,19,84,1007.4,,8.7
3,2021-05-19,12.4,11.3,1008.1,2,,6.8,16.8,94,1008.5,7.3,9.1
3,2021-05-20,12.4,11.7,1008.6,1.6,,10,17.6,96,1009,8.8,11.1
3,2021-05-21,13.3,12.3,1004.6,2.1,.3,9.5,19,94,1005,8.3,10.2
3,2021-05-22,15,12.2,1005.3,.9,,6.3,22.3,84,1005.7,1.3,9.6
3,2021-05-23,13.1,12.3,1006.2,1.5,,8.8,17.6,95,1006.6,7,10.2
3,2021-05-24,15,10.8,1003.2,1.5,.5,9.4,19.5,77,1003.6,5.4,10.3
3,2021-05-25,13.4,8,1002.1,1.5,,5.3,18.8,70,1002.5,6,6.7
3,2021-05-26,13.7,9.2,1004.1,1.5,.1,7.5,19,75,1004.5,8.3,7.1
3,2021-05-27,12.1,10.4,1001.5,1.6,1,10,15,89,1001.9,10,9.8
3,2021-05-28,11.6,10.3,1002.2,1.5,1,10,14.5,91,1002.6,10,9.6
3,2021-05-29,14.6,10.7,1002.3,2,.3,8.4,21,78,1002.7,7.6,9.7
3,2021-05-30,14.7,11.5,1008.1,1.8,0,4.5,18.6,81,1008.5,9,10.9
3,2021-05-31,13.7,12.4,1013.8,1.6,,10,16.5,92,1014.2,10,12.2
3,2021-06-01,13.4,13.1,1013.9,1.4,4,10,14.5,98,1014.3,10,11.8
3,2021-06-02,13.7,13.4,1013.5,1.4,.5,10,15.5,98,1013.9,10,12.8
3,2021-06-03,13.5,13.2,1003.6,1,12.2,10,16,97,1004,10,11.7
3,2021-06-04,14.4,13.6,993.2,1.1,.8,8.5,18.4,95,993.6,7.5,11.7
3,2021-06-05,15.4,12.7,993.5,.9,.6,8.3,19,84,993.9,10,11.7
3,2021-06-06,18.2,13,1003.4,1.3,,5.9,23.3,73,1003.8,6.8,11.9
3,2021-06-07,15.6,13.9,1011.7,1.4,.1,4.1,22.4,90,1012.1,4.6,12.2
3,2021-06-08,18.5,14.9,1014.1,.9,,0,24.5,81,1014.5,,11.2
3,2021-06-09,17.3,15.3,1014.8,1.6,,6.3,22,88,1015.2,0,11.8
3,2021-06-10,16.9,16.2,1013.4,1,,8.8,18.5,96,1013.8,10,14.4
3,2021-06-11,17.2,16.5,1007.8,.4,49,8.3,19.4,96,1008.2,9,15.8
3,2021-06-12,19.5,16.8,1009.4,1.6,,0,26,86,1009.8,,15
3,2021-06-13,18.8,17.4,1008.2,1.9,,7.5,23.6,92,1008.6,5,15.2
3,2021-06-14,17.9,17.2,1008.2,2.1,0,9.8,23.4,96,1008.6,9.8,15.8
3,2021-06-15,15.6,15.2,1010,1.9,23,10,18,98,1010.4,10,14.7
3,2021-06-16,14.6,14.3,1010.6,1.6,1.3,10,16,98,1011,10,13.7
3,2021-06-17,15.2,14.9,1006.8,1.8,4,10,16.5,98,1007.2,10,13.2
3,2021-06-18,17.1,16.8,999.9,2.1,21.1,10,19.5,99,1000.3,10,15.2
3,2021-06-19,15.7,15.2,1001.9,1.5,1.6,10,17.5,97,1002.3,10,14.9
3,2021-06-20,14.4,14,1003.7,2.6,19,10,15.5,98,1004.1,10,13.4
3,2021-06-21,14.4,12.8,1008.4,1.3,6,10,16.5,90,1008.8,10,12.2
3,2021-06-22,15.9,14,1011.3,1.5,,5.4,19.4,89,1011.7,8.6,12.8
3,2021-06-23,17,14.6,1011,1.3,,0,21.5,86,1011.4,,10.2
3,2021-06-24,17.8,16.3,1009.4,1.6,,.8,21.6,91,1009.8,,12.6
3,2021-06-25,17.6,16.9,1010.2,1.4,,7,21,96,1010.6,3.8,12.7
3,2021-06-26,19,18.5,1011.1,.9,0,10,20.4,97,1011.5,10,17.2
3,2021-06-27,19.1,18.5,1009.9,.8,0,10,21,96,1010.3,10,17.4
3,2021-06-28,19.7,19,1007.2,1.1,.1,10,22,96,1007.6,10,17.4
3,2021-06-29,19.8,18.9,1007.2,.6,.2,10,22,95,1007.6,10,18.3
3,2021-06-30,18.7,18.4,1008.3,.8,4.9,10,20,98,1008.7,10,18.1
3,2021-07-01,18.4,18.1,1009.5,1.4,8,10,19.2,98,1009.9,10,17.1
3,2021-07-02,18.1,17.8,1012.3,1,3,10,19.5,98,1012.7,10,17.6
3,2021-07-03,18.2,17.8,1013.4,1.1,,10,20.5,97,1013.8,9.8,16.3
3,2021-07-04,17.3,16.9,1009,.9,4,10,18.5,97,1009.4,10,16.3
3,2021-07-05,20,19,1005.4,1.6,2,7.3,24,94,1005.8,7.3,16.1
3,2021-07-06,21.5,20.4,1006.2,1.6,3,6.8,24.8,93,1006.6,8.5,18.4
3,2021-07-07,21.3,20.7,1007.6,2,0,10,23,97,1008,9.8,19.3
3,2021-07-08,20.3,20,1008,4.1,8,10,21.5,98,1008.4,10,19.5
3,2021-07-09,18.8,18.3,1007.8,2.8,37,10,20,98,1008.2,10,18.3
3,2021-07-10,19.5,19.2,1007.7,1.1,5.7,10,20.5,98,1008.1,10,17.6
3,2021-07-11,21.8,21.4,1007.8,1,1,9,24,97,1008.2,8.5,19.3
3,2021-07-12,22.6,22,1009.1,1.1,,7.6,24.5,97,1009.5,5.8,19.8
3,2021-07-13,23.1,22.5,1011.4,2.3,0,10,24.5,97,1011.8,10,21
3,2021-07-14,22.7,22.3,1012.8,2.3,.7,10,24,98,1013.2,10,21.7
3,2021-07-15,23.2,22.7,1015,1.6,1.9,10,24,97,1015.4,10,21.7
3,2021-07-16,24.2,23.8,1015.3,1.3,.5,9.8,26.5,98,1015.7,9.8,22
3,2021-07-17,24.2,23.6,1013.6,1.3,,5.6,28,97,1014,8,20.8
3,2021-07-18,24.7,23.7,1012.6,.8,,6,28.5,94,1013,7.5,20.3
3,2021-07-19,25.6,24.6,1013.3,1,,6.8,28,94,1013.7,8.3,22.8
3,2021-07-20,26.2,25,1014.1,1.4,,8,29,93,1014.4,8,22.8
3,2021-07-21,26.1,25,1014.1,1.1,,5.6,29.5,94,1014.5,6.3,21.8
3,2021-07-22,26.9,25.7,1011.8,1.1,,3.5,30,93,1012.2,4.7,23.3
3,2021-07-23,26.3,25.5,1009.5,.9,,6.1,30.3,96,1009.9,3.2,22.3
3,2021-07-24,25.7,24.6,1008.9,1.6,,2.9,29,94,1009.3,3.3,21.3
3,2021-07-25,25.9,24.7,1008.4,1.6,,9,29.5,93,1008.8,7.3,22.3
3,2021-07-26,25.8,23.9,1006.6,1.5,,6.5,28.6,89,1007,2,22.1
3,2021-07-27,25.4,22.9,1004.9,1.3,,4.3,29.1,86,1005.3,4.4,20.6
3,2021-07-28,25.8,23,1003.8,1.1,,0,30,85,1004.3,,19.8
3,2021-07-29,25.9,23.5,1001.8,1.1,,6.3,29.5,87,1002.2,0,21
3,2021-07-30,26.9,24.4,1000.9,.9,,8.8,30,86,1001.3,0,22.3
3,2021-07-31,27,24.9,1001.9,2.8,16,7.8,29.7,88,1002.3,7.3,23.8
3,2021-08-01,26.4,24.7,1003.2,4.5,4.6,10,28.2,90,1003.6,10,25.3
3,2021-08-02,23.3,21.7,1005.8,3.3,36,10,26,91,1006.2,10,22.6
3,2021-08-03,24.7,22.7,1007.1,1.3,37,9.8,27.5,89,1007.5,9.8,21.8
3,2021-08-04,24.3,22.4,1006,1.4,17,7.6,27.5,89,1006.4,5.4,20.3
3,2021-08-05,24.5,22.5,1003.5,1,,8.3,28,88,1003.9,.4,20
3,2021-08-06,24.9,22.5,1003.1,.8,.3,9.8,28.4,87,1003.5,9.5,21.3
3,2021-08-07,23.9,21.3,1004.2,.8,11,8.8,29,86,1004.6,9,20
3,2021-08-08,23.8,20.9,1007.4,1.4,0,6.3,28.3,84,1007.8,4,18.6
3,2021-08-09,22.3,20.1,1007.6,1.5,1,8.8,24.6,87,1008,8.5,20.6
3,2021-08-10,21.1,18.1,1009.5,2.3,.4,10,25.3,83,1009.9,9.8,17.8
3,2021-08-11,19.4,17,1014.8,4.3,1.4,10,21,86,1015.2,10,18.4
3,2021-08-12,18.9,16.9,1014.6,2.4,7.2,10,20.5,88,1015,10,16.8
3,2021-08-13,19.3,17.5,1012.4,1.5,3,8.8,22,89,1012.8,10,16.8
3,2021-08-14,18.8,16.3,1013.8,1.4,0,7,22,86,1014.2,6.5,14.3
3,2021-08-15,19.9,17.1,1016.2,1.6,,7.1,23,84,1016.6,4,15.2
3,2021-08-16,20.7,18.2,1016.3,1.1,,8.5,24,86,1016.7,7.5,17.8
3,2021-08-17,20.3,18,1014.5,2.1,.1,7.9,23.5,87,1014.9,7.5,16.5
3,2021-08-18,19.4,16.8,1013.5,.5,,1.3,24.7,85,1013.9,,13.7
3,2021-08-19,19.9,17.7,1014.3,1.9,,1.4,24.5,87,1014.7,,13.8
3,2021-08-20,20.8,19.1,1012.8,1,2,9.5,23.5,90,1013.2,9.5,17
3,2021-08-21,22.6,20.9,1007.4,3.9,7,10,24.8,90,1007.8,10,20.3
3,2021-08-22,23.2,17.8,999.8,2.6,32,4.8,30.4,75,1000.2,8.5,18
3,2021-08-23,21.3,19.4,1006.3,1.5,,6.6,26.5,89,1006.7,3.8,16
3,2021-08-24,21.8,20.3,1005.1,2.5,.3,10,25,91,1005.5,9.5,16
3,2021-08-25,22.1,20.6,1006.4,2.9,2.5,10,23,91,1006.8,10,18
3,2021-08-26,22.8,21,1007.7,1.5,8,9.8,25,90,1008.1,7.3,20.4
3,2021-08-27,21.5,19.8,1006.6,1.1,,7.3,26,90,1007,7.5,18.8
3,2021-08-28,23,18,1007.2,.9,,6.4,28.5,75,1007.6,1.3,16.8
3,2021-08-29,23,17.7,1008.4,1.5,,9.8,28.5,73,1008.8,2.1,17.4
3,2021-08-30,22.9,16.2,1011.6,1.9,,3.8,29,67,1012,,18
3,2021-08-31,19,14.8,1016.5,1.3,,6.3,24,77,1016.9,1.2,13.2
3,2021-09-01,18.8,15.9,1013.2,.4,,.4,24.7,84,1013.6,,13.2
3,2021-09-02,18.6,16.1,1011.3,1.4,,2,24.5,86,1011.7,,12.7
3,2021-09-03,18.9,16.5,1012.2,1,,1.1,24,86,1012.6,,13.2
3,2021-09-04,18.7,16.1,1017.8,1,,4,23.5,85,1018.2,1.2,13.7
3,2021-09-05,19,16.7,1022.1,.9,,1.4,24,87,1022.5,,13.2
3,2021-09-06,19,16.7,1021.3,1.1,,3.8,24.5,87,1021.7,,12.7
3,2021-09-07,18.4,17,1014.3,.1,5.1,10,20.6,92,1014.7,10,17
3,2021-09-08,19.5,17.4,1009.8,1,10,7.8,24,88,1010.2,8.8,16
3,2021-09-09,20.1,18,1012,1.6,,3.5,25,88,1012.4,,14.4
3,2021-09-10,21,18.9,1011.2,1,1.3,7.8,25,88,1011.6,9,17.6
3,2021-09-11,19.6,17.3,1008.4,1.5,0,7.5,23.5,86,1008.8,5,15.7
3,2021-09-12,17.7,11,1012.9,3.3,,.8,23.6,67,1013.3,,12.8
3,2021-09-13,15.9,13.6,1019.3,.3,,7.5,20.7,86,1019.7,10,9.8
3,2021-09-14,19.1,14,1019.1,1.8,,4.1,25,75,1019.5,4.3,14.3
3,2021-09-15,16.1,11.6,1021.2,1.1,,1.4,22,77,1021.6,,11.2
3,2021-09-16,17.3,15.5,1015.7,0,,8.8,21,89,1016.1,10,11.2
3,2021-09-17,18.5,16,1013.6,1.3,,9.8,22,86,1014,6.9,13.9
3,2021-09-18,17.8,15.1,1014.1,.8,,1.3,24.5,85,1014.5,,10.6
3,2021-09-19,17.3,14.7,1016.4,.6,,10,22,85,1016.8,0,12.2
3,2021-09-20,17.9,15.8,1016.6,.5,0,10,20.8,88,1017,8.8,14.7
3,2021-09-21,20.7,19.2,1002.8,4.1,23,10,22.8,92,1003.2,10,18
3,2021-09-22,20.1,16.4,1000.4,1.8,.6,8.8,25,80,1000.8,8.8,17.2
3,2021-09-23,18.9,13.1,1012.8,3.1,,9,22.5,69,1013.2,8.8,16.2
3,2021-09-24,15.8,12.2,1025.1,.9,,7.9,20.5,80,1025.5,7.5,12
3,2021-09-25,16.6,14.6,1025.5,.3,0,8.5,20.4,88,1025.9,9.5,11.2
3,2021-09-26,18.7,17,1022.2,.1,0,9.4,21.5,90,1022.6,9.4,15.2
3,2021-09-27,19.1,17.4,1017.8,.3,.2,10,21,90,1018.2,10,16.3
3,2021-09-28,19.4,17.5,1014.7,.8,0,5.6,22,89,1015.1,5.6,16.8
3,2021-09-29,17.5,16,1008.6,.1,0,6.4,20.5,91,1009,6.5,14.4
3,2021-09-30,18.5,12.4,1007.9,1.9,,3.8,23,70,1008.3,,13.2
3,2021-10-01,15.2,8.3,1009.7,2.4,.1,5.6,20,64,1010.1,7.6,8.9
3,2021-10-02,13.4,10.3,1013.5,.6,,2.9,19,82,1013.9,,8.2
3,2021-10-03,16.2,14.7,1014.1,.3,0,10,21,91,1014.5,10,8.7
3,2021-10-04,18.4,11.6,1017.7,1.9,.1,8.8,21.6,66,1018.1,6.9,14.1
3,2021-10-05,11.6,7.5,1024.5,.4,,10,15.5,77,1024.9,6.3,7.1
3,2021-10-06,12.5,5.9,1024.3,1.4,,7.5,18,67,1024.7,6.7,6.6
3,2021-10-07,10.4,8.9,1020.4,.8,20,7.5,13.6,90,1020.8,10,7.7
3,2021-10-08,11.7,9,1023.9,1,,0,19.4,85,1024.3,,4.5
3,2021-10-09,14.4,12.2,1023.8,2.1,0,7.5,19.3,87,1024.2,10,5.6
3,2021-10-10,18.3,10.4,1011.7,6.8,6.2,10,21.6,64,1012.1,10,14.4
3,2021-10-11,14.3,1.5,1021,3.4,,1.3,21,44,1021.4,,9
3,2021-10-12,10.8,5.1,1028.9,1,,0,18,70,1029.3,,5.1
3,2021-10-13,12.2,8.2,1025.5,1.3,,3.5,17.6,77,1025.9,5.8,2.3
3,2021-10-14,14.9,11.4,1017.4,1,,10,17,80,1017.8,10,11.4
3,2021-10-15,13.2,5,1019.5,2.8,,8.3,19.4,60,1019.9,4.5,8.7
3,2021-10-16,5.5,-8,1020.5,9.8,,.6,9.5,39,1020.9,,1.9
3,2021-10-17,3.1,-10.2,1023.7,5.5,,0,9,42,1024.1,,-.9
3,2021-10-18,6.3,.9,1019.3,1.9,,7.3,14.4,71,1019.7,9,-2
3,2021-10-19,4.8,-3.4,1022,6.6,0,3.5,7,56,1022.4,,3.1
3,2021-10-20,5.2,-3.9,1021.3,2.6,,0,11.3,54,1021.7,,-.4
3,2021-10-21,4.9,-.6,1020.3,1.1,,0,14,72,1020.7,,-2.4
3,2021-10-22,7.3,-2.3,1022.6,2.1,,1,13.6,54,1023,,-.6
3,2021-10-23,8.4,1.5,1025.3,1.1,,0,17.5,64,1025.7,,1.2
3,2021-10-24,9.4,3.6,1023.6,.9,,0,18,70,1024,,2.2
